degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
M.Tech,AI,7.7,74.7,71.1,"Algorithms, Rust, Data Structures, Python, C#, System Design, Java, Git",5,Software Engineer
MCA,Data Science,9.75,65.3,91.0,"NLP, Scikit-Learn, Deep Learning, Statistics, TensorFlow",2,Data Scientist
BCA,Information Technology,9.28,67.6,93.8,"Django, SQL, Python, PostgreSQL, Docker, Node.js, Java",5,Backend Developer
B.Tech,Business Administration,8.98,74.0,79.3,"Process Improvement, SQL, Data Visualization, Power BI, Market Research, Tableau",4,Business Analyst
BBA,Human Resources,6.14,74.7,78.6,"Recruiting, Communication, Employee Relations",5,HR Manager
M.Tech,Information Technology,7.37,65.6,97.8,"Linux, Docker, Kubernetes, CI/CD, Terraform, AWS",10,DevOps Engineer
B.Com,Finance,6.32,71.3,66.3,"Advanced Excel, Tally, GST, Finance, Auditing, Accounting",7,Accountant
M.Com,Accounting,8.54,68.5,91.9,"Finance, Accounting, Tally",5,Accountant
B.Tech,Finance,7.25,65.7,72.9,"Roadmapping, Product Strategy, Stakeholder Management, Scrum, Market Research",5,Product Manager
M.Sc,Data Science,9.26,97.0,86.8,"Pandas, Machine Learning, Deep Learning, NLP, SQL, TensorFlow",3,Data Scientist
B.Tech,AI,7.74,80.6,70.4,"C#, Python, C++, Algorithms",4,Software Engineer
B.Tech,Information Technology,7.39,96.3,81.7,"MongoDB, FastAPI, Django, GraphQL, PostgreSQL, SQL, Java",12,Backend Developer
BBA,Finance,7.93,90.5,93.6,"Roadmapping, Jira, Product Strategy, Agile, Stakeholder Management",12,Product Manager
Diploma,CS,9.55,84.7,88.4,"Wireframing, Adobe XD, Design Systems, Prototyping",12,UX Designer
M.Com,Finance,9.38,84.0,75.2,"Accounting, GST, Finance, Advanced Excel, Tally, Auditing",5,Accountant
BBA,Business Administration,8.13,92.8,81.6,"Communication, Employee Relations, Onboarding, Talent Acquisition",8,HR Manager
M.Sc,Data Science,7.79,71.8,82.5,"Deep Learning, Statistics, NLP, Pandas, TensorFlow, NumPy",5,Data Scientist
B.Tech,Design,7.61,92.9,83.9,"Figma, User Testing, Design Systems, Prototyping, Adobe XD",4,UX Designer
B.Com,Economics,8.29,94.5,70.4,"Google Analytics, Copywriting, SEO, Digital Marketing, Social Media, Content Strategy",4,Marketing Specialist
BBA,Finance,9.21,92.9,82.5,"Jira, Product Strategy, Agile, Roadmapping, Stakeholder Management, Scrum, Market Research",5,Product Manager
BCA,Information Technology,8.48,92.2,78.7,"Node.js, Python, REST APIs, GraphQL, PostgreSQL, FastAPI, MongoDB",0,Backend Developer
MBA,Finance,9.06,92.9,80.4,"SQL, Process Improvement, Data Visualization, Tableau, Market Research, Power BI",3,Business Analyst
B.Tech,Design,6.97,74.3,86.1,"Angular, Next.js, JavaScript",12,Frontend Developer
MBA,Finance,6.98,94.9,95.8,"GST, Tally, Auditing, Finance, Accounting, Advanced Excel",5,Accountant
B.Sc,Design,6.8,92.3,87.8,"Tailwind, TypeScript, Next.js, Angular, React",2,Frontend Developer
MCA,Data Science,6.5,85.6,88.0,"Scikit-Learn, SQL, Python, Statistics, Machine Learning, NumPy, NLP",8,Data Scientist
M.Tech,Information Technology,9.2,93.5,89.3,"PostgreSQL, Django, MongoDB",7,Backend Developer
B.Tech,Computer Science,6.71,80.3,87.5,"GraphQL, Django, PostgreSQL, Python, FastAPI, REST APIs",4,Backend Developer
M.Tech,Computer Science,6.22,80.9,92.4,"Jenkins, Linux, Kubernetes, Docker, Terraform, CI/CD, AWS",2,DevOps Engineer
M.Tech,Computer Science,7.87,78.9,74.5,"Docker, FastAPI, PostgreSQL, MongoDB, Node.js, Java",10,Backend Developer
M.Tech,Computer Science,8.31,76.4,68.3,"System Design, Data Structures, Java, Rust, Go, Python, C++, Algorithms",2,Software Engineer
Diploma,Design,6.79,80.8,66.5,"Next.js, HTML, React, Vue, Angular, CSS",8,Frontend Developer
BCA,Computer Science,9.16,79.3,93.4,"Algorithms, Java, C#, C++, Python, Git, System Design, Go",2,Software Engineer
M.Tech,Information Technology,8.65,87.2,86.1,"Linux, AWS, Terraform",10,DevOps Engineer
B.Tech,AI,8.06,83.3,97.8,"C#, Algorithms, System Design, Rust, Java, C++, Data Structures, Python",1,Software Engineer
MCA,Information Technology,8.14,94.9,97.4,"Kubernetes, AWS, Terraform, Docker, Linux, Jenkins, CI/CD",10,DevOps Engineer
BCA,Information Technology,8.74,76.8,93.4,"Django, MongoDB, Java, SQL, FastAPI, PostgreSQL, Node.js, GraphQL",11,Backend Developer
B.Tech,Electronics,7.16,83.1,90.7,"Kubernetes, CI/CD, Docker, Terraform, Jenkins, Linux, AWS",0,DevOps Engineer
B.Sc,CS,8.6,67.6,80.0,"Design Systems, Prototyping, Adobe XD, UI/UX",3,UX Designer
M.Tech,Computer Science,7.61,85.4,69.8,"Java, Data Structures, Go, C++, System Design",11,Software Engineer
M.Tech,Electronics,8.24,72.9,81.8,"Docker, Terraform, CI/CD, Jenkins, Linux, Kubernetes, AWS",9,DevOps Engineer
M.Com,Accounting,7.92,80.8,81.4,"Finance, Advanced Excel, Auditing, Accounting",8,Accountant
B.Tech,Computer Science,7.43,85.5,91.2,"Python, Docker, GraphQL, Java, MongoDB",5,Backend Developer
B.Tech,Marketing,6.84,87.0,66.7,"Jira, Scrum, Market Research",0,Product Manager
B.Tech,Information Technology,9.06,83.7,69.4,"Terraform, AWS, CI/CD",12,DevOps Engineer
B.Tech,Electronics,7.38,82.5,68.3,"CI/CD, AWS, Docker, Jenkins",9,DevOps Engineer
MCA,Information Technology,9.43,86.8,66.0,"Python, Node.js, SQL, REST APIs, Django",12,Backend Developer
B.Sc,Information Technology,8.64,88.9,88.6,"Tailwind, React, HTML, CSS, Next.js, TypeScript",10,Frontend Developer
BA,Communications,9.62,91.5,98.0,"SEO, Google Analytics, Digital Marketing, Content Strategy",0,Marketing Specialist
MBA,Finance,9.08,86.7,67.8,"Stakeholder Management, Market Research, Agile, Jira, Roadmapping, Scrum, Product Strategy",2,Product Manager
MBA,Information Technology,8.34,70.2,93.5,"SQL, Tableau, Data Visualization, Power BI",11,Business Analyst
B.Tech,Computer Science,9.22,84.6,95.6,"AWS, Docker, Linux, CI/CD, Terraform, Kubernetes",0,DevOps Engineer
B.Tech,Marketing,8.06,66.4,74.1,"Scrum, Agile, Stakeholder Management",7,Product Manager
B.Tech,AI,6.92,67.3,68.7,"Java, Rust, Algorithms, C#, Go, Data Structures, System Design, Python",5,Software Engineer
MBA,Finance,8.28,71.3,94.3,"Tally, Advanced Excel, Finance",13,Accountant
B.Com,Communications,6.57,80.6,65.3,"Google Analytics, SEO, Digital Marketing, Content Strategy, Copywriting, Social Media",4,Marketing Specialist
MBA,Marketing,8.52,87.8,78.7,"Stakeholder Management, Scrum, Roadmapping, Market Research, Jira, Agile",13,Product Manager
BA,Economics,7.89,81.5,91.2,"Copywriting, Social Media, Content Strategy",4,Marketing Specialist
BA,Human Resources,8.16,87.1,93.5,"Recruiting, Onboarding, Talent Acquisition, Communication, Employee Relations",5,HR Manager
MBA,Communications,9.37,73.7,89.2,"Google Analytics, Copywriting, Social Media, Content Strategy",15,Marketing Specialist
MCA,Electronics,7.88,85.8,82.5,"Linux, Kubernetes, Docker, CI/CD",12,DevOps Engineer
B.Tech,Computer Science,8.5,97.3,94.1,"CSS, React, Tailwind, Angular, Vue",6,Frontend Developer
BBA,Business Administration,6.24,88.9,87.0,"Onboarding, Employee Relations, Talent Acquisition",1,HR Manager
B.Tech,Computer Science,6.17,82.7,94.8,"CI/CD, Terraform, Linux, AWS, Docker, Jenkins",3,DevOps Engineer
M.Tech,Information Technology,7.56,68.5,66.6,"FastAPI, SQL, Docker, GraphQL",2,Backend Developer
MBA,Economics,6.05,87.7,93.7,"SEO, Google Analytics, Social Media",13,Marketing Specialist
B.Tech,Computer Science,9.7,77.0,79.4,"Git, Go, Algorithms, C++, Rust, C#",8,Software Engineer
MBA,Finance,8.3,70.3,92.3,"Data Visualization, SQL, Market Research, Tableau, Process Improvement, Power BI",13,Business Analyst
B.Tech,CS,9.61,84.5,70.0,"Wireframing, UI/UX, Figma",5,UX Designer
BBA,Business Administration,9.46,74.3,87.7,"Scrum, Product Strategy, Market Research, Agile, Roadmapping, Jira, Stakeholder Management",8,Product Manager
B.Tech,Business Administration,8.22,73.8,74.5,"Process Improvement, Data Visualization, Power BI, SQL",7,Business Analyst
MBA,Information Technology,7.3,78.4,69.3,"Market Research, Process Improvement, Data Visualization, SQL, Power BI, Tableau",4,Business Analyst
B.Tech,Computer Science,9.01,93.0,93.9,"PostgreSQL, Python, Java, REST APIs, SQL, Docker, Django",2,Backend Developer
M.Sc,Computer Science,9.52,85.4,94.2,"Statistics, Python, SQL, Scikit-Learn",9,Data Scientist
MCA,Computer Science,6.58,83.9,93.9,"Git, System Design, C++, Python, Data Structures, Go",9,Software Engineer
MCA,Information Technology,9.73,77.4,81.1,"Java, REST APIs, SQL",13,Backend Developer
PhD,Data Science,9.06,97.8,95.2,"Scikit-Learn, Pandas, NLP, Python",6,Data Scientist
M.Com,Accounting,9.11,82.7,71.6,"Advanced Excel, Finance, Auditing, Accounting, Tally, GST",4,Accountant
B.Tech,Computer Science,9.24,89.9,91.1,"Java, System Design, Go, C#, Algorithms, Git, Data Structures, Rust",3,Software Engineer
B.Tech,Artificial Intelligence,8.03,88.0,96.4,"Python, SQL, Scikit-Learn, Deep Learning, NLP, TensorFlow",7,Data Scientist
M.Sc,Artificial Intelligence,7.07,94.2,97.3,"NLP, SQL, Statistics, Scikit-Learn, Pandas, Python, Data Analysis",10,Data Scientist
BCA,Computer Science,8.19,70.3,80.0,"Tailwind, HTML, CSS, React, Vue",4,Frontend Developer
B.Tech,Computer Science,9.02,94.6,68.9,"HTML, Angular, Tailwind",9,Frontend Developer
BBA,Business Administration,6.68,75.1,77.6,"Onboarding, Talent Acquisition, Recruiting, Communication, Employee Relations",8,HR Manager
B.Tech,Marketing,7.2,71.1,77.2,"Market Research, Agile, Scrum",2,Product Manager
BBA,Human Resources,6.6,80.4,68.0,"Onboarding, Recruiting, Talent Acquisition, Communication, Employee Relations",7,HR Manager
BA,Business Administration,6.79,93.6,89.6,"Onboarding, Recruiting, Communication, Employee Relations, Talent Acquisition",1,HR Manager
BA,Business Administration,8.84,92.1,68.4,"Communication, Recruiting, Employee Relations",0,HR Manager
M.Sc,Artificial Intelligence,6.82,90.5,80.6,"Python, Pandas, Scikit-Learn, Machine Learning, Data Analysis, SQL, NumPy, Statistics",11,Data Scientist
B.Com,Finance,9.18,71.7,83.7,"Finance, Auditing, GST, Tally, Accounting, Advanced Excel",2,Accountant
MBA,Business Administration,7.39,71.6,91.8,"Market Research, Data Visualization, SQL, Process Improvement",2,Business Analyst
BBA,Business Administration,8.34,69.5,75.3,"Market Research, Agile, Product Strategy, Scrum",1,Product Manager
B.Com,Finance,9.68,76.5,87.9,"Finance, GST, Tally, Advanced Excel, Auditing, Accounting",1,Accountant
MBA,Information Technology,8.1,68.9,66.0,"Process Improvement, Market Research, Power BI, Tableau, SQL",10,Business Analyst
B.Tech,Information Technology,9.33,90.8,72.9,"React, CSS, Vue, Next.js, TypeScript, Angular",10,Frontend Developer
M.Tech,Data Science,6.91,72.3,82.1,"Pandas, Data Analysis, SQL",13,Data Scientist
B.Sc,CS,6.06,65.2,90.7,"Prototyping, Figma, UI/UX, Wireframing, Adobe XD, Design Systems, User Testing",3,UX Designer
BBA,Business Administration,8.48,77.8,89.4,"Communication, Onboarding, Employee Relations, Recruiting, Talent Acquisition",7,HR Manager
Diploma,Design,6.78,97.9,71.4,"TypeScript, Next.js, CSS, React, Vue, HTML, Tailwind",0,Frontend Developer
BA,Human Resources,6.11,85.1,97.8,"Employee Relations, Recruiting, Onboarding, Communication",8,HR Manager
BBA,Marketing,6.53,65.1,81.7,"Roadmapping, Jira, Market Research, Scrum, Stakeholder Management, Agile",10,Product Manager
MBA,Business Administration,8.07,83.9,65.4,"SQL, Market Research, Tableau, Power BI, Data Visualization, Process Improvement",13,Business Analyst
B.Tech,Computer Science,8.07,73.8,75.6,"Django, Python, MongoDB, Java, Docker, Node.js",0,Backend Developer
B.Tech,Information Technology,8.99,97.8,79.6,"Java, FastAPI, MongoDB, Node.js, REST APIs, PostgreSQL, GraphQL",3,Backend Developer
B.Tech,AI,8.12,65.1,83.0,"Go, Python, Algorithms",5,Software Engineer
MCA,Electronics,6.73,78.7,91.3,"Linux, Jenkins, AWS, Kubernetes, CI/CD, Terraform",7,DevOps Engineer
BBA,Economics,6.27,97.9,87.7,"Content Strategy, SEO, Copywriting",6,Marketing Specialist
BCA,Information Technology,8.41,75.0,86.1,"REST APIs, Django, Docker",8,Backend Developer
MBA,Communications,8.95,88.3,92.8,"Google Analytics, Social Media, Content Strategy, Digital Marketing",2,Marketing Specialist
BBA,Finance,7.85,96.4,68.2,"Product Strategy, Market Research, Roadmapping, Scrum, Stakeholder Management, Agile, Jira",10,Product Manager
BBA,Communications,9.19,87.1,77.8,"Digital Marketing, Content Strategy, SEO",2,Marketing Specialist
MCA,Electronics,9.71,70.2,72.5,"Kubernetes, Terraform, Jenkins, Docker, AWS, Linux, CI/CD",1,DevOps Engineer
Diploma,Information Technology,7.98,88.6,78.2,"JavaScript, HTML, Vue, Next.js, Tailwind, React",0,Frontend Developer
MCA,Information Technology,8.33,81.0,86.9,"Algorithms, System Design, Go, C++, Java, Rust",6,Software Engineer
BBA,Finance,8.14,78.9,80.0,"Process Improvement, Power BI, Tableau, SQL, Market Research",9,Business Analyst
B.Tech,Finance,9.73,78.9,85.3,"Market Research, Agile, Jira",0,Product Manager
B.Tech,Computer Science,8.73,95.6,83.4,"MongoDB, Node.js, SQL, Java, PostgreSQL",10,Backend Developer
BA,Human Resources,6.52,76.8,94.1,"Communication, Employee Relations, Recruiting, Talent Acquisition",6,HR Manager
B.Tech,Information Technology,6.86,78.2,81.4,"Tableau, Market Research, SQL, Process Improvement, Data Visualization, Power BI",10,Business Analyst
MBA,Business Administration,9.16,84.1,78.5,"Talent Acquisition, Recruiting, Onboarding, Employee Relations",4,HR Manager
MBA,Business Administration,9.12,78.6,74.4,"SQL, Data Visualization, Market Research, Power BI, Process Improvement, Tableau",11,Business Analyst
PhD,Artificial Intelligence,8.15,93.3,65.2,"Pandas, NumPy, Python",9,Data Scientist
M.Tech,Information Technology,9.55,73.2,66.8,"Rust, Data Structures, Algorithms, C#, System Design",15,Software Engineer
BBA,Business Administration,9.06,65.1,86.3,"Talent Acquisition, Onboarding, Communication, Recruiting",2,HR Manager
BBA,Finance,7.9,96.6,70.2,"Product Strategy, Stakeholder Management, Jira, Market Research, Scrum, Roadmapping, Agile",6,Product Manager
M.Tech,Information Technology,8.85,67.2,68.9,"Node.js, Python, Docker, Django, REST APIs, MongoDB, SQL",2,Backend Developer
B.Tech,Design,6.56,80.1,78.9,"UI/UX, Wireframing, Figma, User Testing, Design Systems, Adobe XD, Prototyping",12,UX Designer
B.Tech,Information Technology,6.23,75.6,71.4,"Terraform, Kubernetes, CI/CD, Jenkins, AWS, Docker, Linux",7,DevOps Engineer
BA,Marketing,7.93,88.1,93.9,"Google Analytics, SEO, Content Strategy",3,Marketing Specialist
BA,Business Administration,6.99,67.3,76.4,"Onboarding, Talent Acquisition, Employee Relations, Recruiting, Communication",5,HR Manager
B.Tech,Finance,7.52,96.1,89.0,"Stakeholder Management, Agile, Roadmapping, Product Strategy",0,Product Manager
BBA,Information Technology,7.06,86.2,74.5,"Market Research, SQL, Process Improvement, Power BI",3,Business Analyst
B.Tech,Finance,8.63,89.1,94.0,"Scrum, Jira, Market Research, Product Strategy, Agile",0,Product Manager
MCA,Information Technology,9.47,80.9,91.0,"Kubernetes, Terraform, CI/CD, Jenkins",12,DevOps Engineer
MBA,Business Administration,7.71,94.6,86.8,"Communication, Recruiting, Employee Relations",1,HR Manager
PhD,Computer Science,6.63,83.8,67.2,"TensorFlow, Pandas, NumPy, Data Analysis, NLP, Deep Learning",10,Data Scientist
B.Tech,Computer Science,7.92,96.7,80.5,"Linux, Docker, CI/CD, Kubernetes",12,DevOps Engineer
M.Tech,Artificial Intelligence,8.14,83.7,76.9,"NumPy, Machine Learning, Python, Scikit-Learn, Statistics, Data Analysis, SQL",12,Data Scientist
B.Tech,Information Technology,7.09,95.3,74.1,"Kubernetes, CI/CD, Jenkins, AWS, Linux, Terraform, Docker",11,DevOps Engineer
MBA,Communications,9.57,72.9,75.8,"Google Analytics, Content Strategy, SEO",5,Marketing Specialist
B.Tech,Information Technology,6.8,87.8,92.5,"Adobe XD, Design Systems, Wireframing, User Testing, Prototyping, Figma, UI/UX",2,UX Designer
MBA,Human Resources,8.42,68.1,86.8,"Recruiting, Communication, Talent Acquisition, Employee Relations, Onboarding",6,HR Manager
MCA,Information Technology,7.85,77.2,65.9,"Linux, Jenkins, Docker, CI/CD, Kubernetes, Terraform, AWS",10,DevOps Engineer
B.Tech,Design,7.54,95.7,88.6,"JavaScript, TypeScript, Angular, CSS, Tailwind, React",12,Frontend Developer
BA,Information Technology,8.0,73.4,81.2,"Prototyping, UI/UX, Figma, Design Systems, Wireframing",7,UX Designer
BA,Human Resources,8.66,86.5,85.5,"Communication, Talent Acquisition, Employee Relations, Onboarding, Recruiting",9,HR Manager
MCA,Information Technology,9.29,91.6,83.0,"Node.js, PostgreSQL, MongoDB, REST APIs, Java, GraphQL, Python",9,Backend Developer
Diploma,Design,7.59,95.3,68.5,"JavaScript, Next.js, React, CSS, Vue, HTML, TypeScript",9,Frontend Developer
M.Com,Accounting,8.79,71.4,71.8,"GST, Advanced Excel, Finance, Accounting, Tally, Auditing",10,Accountant
BBA,Marketing,8.34,79.0,68.1,"Content Strategy, Digital Marketing, Google Analytics, Copywriting, Social Media, SEO",7,Marketing Specialist
M.Tech,Computer Science,6.65,82.4,75.2,"Node.js, Python, Django, PostgreSQL",13,Backend Developer
M.Com,Finance,8.42,96.1,72.5,"Accounting, GST, Auditing",10,Accountant
M.Sc,Data Science,9.42,94.3,92.5,"NumPy, Python, Scikit-Learn",6,Data Scientist
B.Com,Accounting,8.57,91.2,90.6,"Finance, Advanced Excel, Tally, GST, Auditing, Accounting",2,Accountant
BCA,Information Technology,8.54,90.1,71.8,"Node.js, FastAPI, REST APIs, Java",7,Backend Developer
B.Tech,Business Administration,7.18,86.5,73.3,"Scrum, Market Research, Product Strategy, Agile, Stakeholder Management, Roadmapping",9,Product Manager
B.Tech,Electronics,8.41,87.1,83.2,"Linux, CI/CD, Kubernetes, Jenkins, Terraform, Docker, AWS",0,DevOps Engineer
MBA,Accounting,8.01,65.2,79.7,"Advanced Excel, Accounting, GST, Tally, Finance, Auditing",11,Accountant
BCA,Information Technology,6.34,82.5,79.9,"C++, Java, Python",0,Software Engineer
BA,Communications,7.57,96.4,67.5,"Digital Marketing, Copywriting, Social Media",6,Marketing Specialist
BCA,Information Technology,8.72,72.7,97.8,"Node.js, REST APIs, Python",12,Backend Developer
B.Tech,Computer Science,7.75,78.8,86.2,"Data Structures, Rust, Git, Python, Go, C#",12,Software Engineer
M.Tech,Information Technology,9.7,67.8,66.9,"Java, Django, Docker, PostgreSQL",7,Backend Developer
BBA,Human Resources,9.39,79.1,88.2,"Employee Relations, Communication, Recruiting, Onboarding, Talent Acquisition",1,HR Manager
M.Tech,Information Technology,6.83,92.6,65.4,"AWS, CI/CD, Jenkins, Terraform, Docker, Linux, Kubernetes",13,DevOps Engineer
B.Tech,Electronics,8.2,67.1,84.0,"AWS, CI/CD, Linux, Jenkins, Kubernetes, Docker, Terraform",10,DevOps Engineer
