degree,specialization,academic_score,marks_10th,marks_12th,skills,experience_years,role
B.Tech,Mechanical,8.68,77.9,62.3,"Thermodynamics, AutoCAD, Ansys, Manufacturing, CAD/CAM",2,Mechanical Engineer
B.Tech,Information Technology,8.65,71.6,68.8,"Java, GraphQL, SQL, Docker, FastAPI, MongoDB",12,Backend Developer
B.Tech,Computer Science,8.27,83.3,63.1,"Node.js, Django, Python, REST APIs, PostgreSQL, SQL",8,Backend Developer
Diploma,Mechanical Engineering,9.78,64.1,74.9,"Ansys, AutoCAD, Thermodynamics, CAD/CAM, Manufacturing",12,Mechanical Engineer
MBA,Marketing,8.73,84.2,85.4,"SEO, Google Analytics, Social Media, Content Strategy, Digital Marketing",7,Marketing Specialist
PhD,Education,7.11,97.4,83.3,"Curriculum Development, Lesson Planning, Communication",10,Teaching Professional
M.Tech,Structural Engineering,8.84,65.5,96.3,"STAAD Pro, Structural Analysis, AutoCAD, Steel Design",2,Structural Engineer
B.Sc,Maths,9.15,79.2,84.8,"SQL, Tableau, Power BI, Excel, Python, Statistics, Data Visualization",12,Data Analyst
BCA,Maths,6.71,82.6,94.8,"Power BI, Data Visualization, Tableau, Excel, Python, SQL",9,Data Analyst
M.Com,Finance,6.79,89.5,63.4,"Finance, Tally, GST, Advanced Excel, Accounting",10,Accountant
MCA,Information Technology,8.64,94.1,84.0,"Docker, Jenkins, Linux, AWS, Terraform, CI/CD, Kubernetes",8,DevOps Engineer
B.Tech,Civil,6.49,65.0,83.8,"Cost Estimation, Primavera P6, Project Management, Contract Management, MS Project",0,Construction Manager
B.Tech,Civil,8.75,73.5,77.5,"AutoCAD, STAAD Pro, Construction Materials, Estimation, Surveying",0,Civil Engineer
B.Tech,Computer Science,7.27,90.6,88.8,"AWS, Jenkins, Kubernetes, Linux, Terraform, Docker, CI/CD",0,DevOps Engineer
M.Tech,Mechanical,8.52,96.5,79.1,"Manufacturing, SolidWorks, AutoCAD",2,Mechanical Engineer
B.Com,Communications,7.68,94.6,83.4,"Content Strategy, Copywriting, Google Analytics, Digital Marketing, SEO, Social Media",4,Marketing Specialist
M.Com,Accounting,9.72,70.6,95.1,"Financial Modeling, Accounting, Data Analysis, Excel, Bloomberg, Valuation",11,Financial Analyst
B.Sc,Computer Science,7.52,83.3,63.1,"Angular, HTML, TypeScript, Next.js, JavaScript, React, Tailwind, CSS",6,Frontend Developer
B.Com,Statistics,8.94,77.6,70.4,"Excel, Python, Tableau",1,Data Analyst
BA,Information Technology,7.78,61.7,61.9,"User Testing, Figma, Wireframing, Prototyping, UI/UX, Adobe XD, Design Systems",10,UX Designer
MBA,Construction Management,6.07,73.0,71.0,"Project Management, Cost Estimation, Primavera P6, MS Project",1,Construction Manager
MCA,Data Science,9.34,78.9,63.4,"Statistics, TensorFlow, NLP, NumPy",9,Data Scientist
M.Com,Finance,9.64,76.1,81.2,"Finance, GST, Auditing, Advanced Excel, Accounting",4,Accountant
M.Tech,Civil,9.46,84.5,61.8,"Project Management, AutoCAD, Construction Materials, STAAD Pro",11,Civil Engineer
B.Com,Commerce,7.23,82.2,88.3,"Tally, Auditing, Taxation, Finance, Accounting, GST, Advanced Excel",12,Accountant
BA,Human Resources,7.78,70.7,63.5,"Employee Relations, Communication, Onboarding, Recruiting, Talent Acquisition",10,HR Manager
BA,Physics,8.34,76.1,63.6,"Communication, Lesson Planning, Public Speaking, Mentoring, Curriculum Development",7,Teaching Professional
M.Tech,Mechanical,9.34,88.9,97.9,"Manufacturing, CAD/CAM, AutoCAD, SolidWorks",9,Mechanical Engineer
M.Tech,Civil,9.28,64.5,75.3,"Estimation, Surveying, AutoCAD, Construction Materials, Project Management, STAAD Pro",10,Civil Engineer
M.Tech,Information Technology,7.15,81.3,77.6,"Jenkins, Kubernetes, Linux",13,DevOps Engineer
M.Tech,Civil,9.08,90.0,90.2,"Construction Materials, Estimation, Surveying, STAAD Pro, Project Management",7,Civil Engineer
Diploma,Construction,6.75,90.4,62.4,"Surveying, Health & Safety, Site Management, Quality Control",8,Site Engineer
B.Tech,Artificial Intelligence,6.9,97.8,74.2,"Deep Learning, TensorFlow, Scikit-Learn",0,Data Scientist
MA,Economics,8.61,81.4,79.6,"Econometrics, Stata, Economic Research, R, SAS, Data Analysis",4,Economist
B.Com,Accounting,7.9,64.9,66.3,"Financial Modeling, Excel, Bloomberg, Accounting, Valuation",2,Financial Analyst
BBA,Human Resources,7.02,91.8,85.2,"Employee Relations, Communication, Onboarding, Recruiting, Talent Acquisition",12,HR Manager
B.Com,Accounting,9.28,74.1,86.8,"Accounting, GST, Auditing, Tally, Advanced Excel, Finance",7,Accountant
MCA,Computer Science,7.9,61.3,70.6,"Docker, FastAPI, Node.js, Python",5,Backend Developer
B.Tech,Structural Engineering,7.98,73.3,97.4,"STAAD Pro, Steel Design, AutoCAD, Structural Analysis, ETABS",12,Structural Engineer
M.Tech,Data Science,9.06,82.3,85.5,"Deep Learning, NumPy, Python, Machine Learning, Statistics",8,Data Scientist
BCA,Computer Science,8.95,67.5,88.3,"Java, GraphQL, PostgreSQL, SQL, Node.js, REST APIs, Django",8,Backend Developer
M.Tech,Computer Science,6.67,89.2,86.5,"Jenkins, CI/CD, Linux, Kubernetes, Docker",2,DevOps Engineer
BBA,Business Administration,9.35,86.8,72.5,"Recruiting, Employee Relations, Talent Acquisition, Onboarding, Communication",11,HR Manager
MCA,Electronics,6.91,88.4,89.1,"Terraform, AWS, Linux, Docker, CI/CD, Kubernetes, Jenkins",7,DevOps Engineer
B.Tech,Computer Science,6.89,84.8,84.6,"Statistics, Tableau, Data Visualization",4,Data Analyst
BCA,AI,6.08,89.7,89.2,"Python, Algorithms, System Design, Go",0,Software Engineer
M.Sc,Economics,6.68,81.7,70.7,"SAS, Data Analysis, Statistics, Econometrics, Economic Research, Stata",13,Economist
BBA,Human Resources,6.88,60.1,83.8,"Recruiting, Communication, Onboarding, Employee Relations, Talent Acquisition",0,HR Manager
BCA,Information Technology,6.49,89.0,65.1,"SQL, Docker, GraphQL, Django, REST APIs, Node.js, Python, FastAPI",12,Backend Developer
B.Tech,Construction Management,6.18,92.2,65.9,"MS Project, Project Management, Cost Estimation, Contract Management",11,Construction Manager
MBA,Human Resources,6.5,92.1,82.0,"Employee Relations, Talent Acquisition, Onboarding",6,HR Manager
B.Tech,Information Technology,6.48,65.5,78.8,"Python, PostgreSQL, GraphQL, SQL, Node.js, FastAPI, MongoDB, REST APIs",4,Backend Developer
MBA,Construction Management,9.28,81.2,63.8,"Project Management, Cost Estimation, MS Project",9,Construction Manager
M.Tech,Structural Engineering,7.48,70.7,81.7,"Steel Design, Structural Analysis, AutoCAD, ETABS, STAAD Pro",4,Structural Engineer
B.Sc,Design,6.35,73.7,73.6,"Figma, User Testing, UI/UX, Adobe XD",1,UX Designer
M.Sc,Artificial Intelligence,9.04,64.2,67.3,"Python, Machine Learning, NLP, Deep Learning, Scikit-Learn, Data Analysis",8,Data Scientist
M.Com,Accounting,8.79,69.6,78.7,"Accounting, Valuation, Financial Modeling, Excel",15,Financial Analyst
B.Tech,Information Technology,6.13,63.9,65.2,"Process Improvement, Market Research, Tableau, Data Visualization",4,Business Analyst
B.Sc,Information Technology,9.26,96.0,75.4,"Vue, Next.js, React, Tailwind, CSS, JavaScript, TypeScript",5,Frontend Developer
MBA,Commerce,7.88,64.0,77.7,"Advanced Excel, GST, Finance, Tally, Taxation, Accounting, Auditing",15,Accountant
BBA,Human Resources,6.16,71.7,97.2,"Employee Relations, Recruiting, Communication, Onboarding",8,HR Manager
MCA,Information Technology,8.49,81.4,77.5,"PostgreSQL, GraphQL, FastAPI, Node.js, Docker, REST APIs, Django, Java",3,Backend Developer
M.Sc,Computer Science,7.19,69.1,64.4,"NLP, Pandas, Machine Learning, Data Analysis",12,Data Scientist
M.Sc,Economics,8.23,89.0,82.8,"Stata, R, Data Analysis, SAS, Statistics",13,Economist
B.Tech,Civil Engineering,7.1,75.0,76.9,"Primavera P6, MS Project, Cost Estimation, Contract Management, Project Management",9,Construction Manager
MCA,Information Technology,8.62,87.8,94.2,"Jenkins, Linux, Docker, CI/CD, Terraform",11,DevOps Engineer
B.Sc,Economics,7.33,93.2,94.6,"Statistics, Econometrics, Data Analysis, R",4,Economist
Diploma,Civil,9.24,86.3,91.5,"Construction Materials, Estimation, STAAD Pro, AutoCAD, Project Management, Surveying",12,Civil Engineer
MCA,Information Technology,6.56,70.1,66.6,"Python, GraphQL, Django, FastAPI, Docker, Node.js, MongoDB",5,Backend Developer
BA,Economics,9.12,70.9,75.6,"Data Analysis, SAS, R, Stata",3,Economist
B.Com,Business Administration,8.84,68.1,92.0,"Tableau, Power BI, Excel, SQL, Process Improvement",8,Business Analyst
B.Tech,Information Technology,6.21,64.6,75.4,"PostgreSQL, Docker, GraphQL",2,Backend Developer
BBA,Human Resources,8.23,85.4,61.3,"Onboarding, Recruiting, Talent Acquisition, Employee Relations, Communication",11,HR Manager
Diploma,Mechanical Engineering,6.0,79.5,87.5,"SolidWorks, CAD/CAM, Manufacturing, Ansys, Thermodynamics, AutoCAD",6,Mechanical Engineer
BA,Business Administration,8.77,86.0,64.4,"Talent Acquisition, Recruiting, Employee Relations, Onboarding, Communication",6,HR Manager
MBA,Business Administration,9.51,71.4,93.3,"Power BI, Tableau, Excel, SQL, Market Research, Data Visualization, Process Improvement",10,Business Analyst
BBA,Business Administration,8.24,76.0,87.4,"Onboarding, Recruiting, Talent Acquisition, Communication",9,HR Manager
Diploma,CS,8.68,67.6,88.4,"Design Systems, Adobe XD, Figma, User Testing, Prototyping",1,UX Designer
MBA,Business Administration,8.37,74.1,82.4,"Scrum, Market Research, Jira, Product Strategy, Agile, Stakeholder Management, Roadmapping",6,Product Manager
M.Sc,History,8.08,73.9,79.3,"Public Speaking, Mentoring, Curriculum Development, Communication, Lesson Planning",7,Teaching Professional
B.Tech,Design,6.15,85.1,62.3,"User Testing, Wireframing, UI/UX, Figma, Adobe XD, Design Systems, Prototyping",1,UX Designer
BBA,Business Administration,9.35,71.8,70.3,"Employee Relations, Talent Acquisition, Communication, Onboarding",10,HR Manager
PhD,Data Science,8.81,71.4,72.8,"NumPy, Scikit-Learn, Data Analysis, Deep Learning, Pandas",9,Data Scientist
B.Com,Mathematics,8.29,76.4,73.7,"Python, SQL, Data Visualization",10,Data Analyst
MCA,Information Technology,7.05,74.7,90.4,"MongoDB, FastAPI, Node.js, Docker, Java, REST APIs",7,Backend Developer
B.Sc,Business,7.0,64.3,67.1,"SPSS, Excel, Research, Market Research, Data Analysis, Report Writing",10,Research Analyst
MBA,Finance,8.89,88.3,68.1,"Financial Modeling, Accounting, Valuation, Excel, Bloomberg",3,Financial Analyst
MBA,Commerce,9.38,60.0,80.1,"Tally, Taxation, Finance, GST, Advanced Excel, Accounting",5,Accountant
B.Sc,Statistics,9.61,82.5,65.7,"Data Analysis, Report Writing, Research, Excel, Market Research, SPSS",5,Research Analyst
MBA,Communications,6.53,82.3,91.3,"SEO, Google Analytics, Copywriting, Digital Marketing, Social Media, Content Strategy",13,Marketing Specialist
MBA,Commerce,9.58,79.0,97.5,"Advanced Excel, Accounting, Auditing, GST, Taxation, Tally, Finance",14,Accountant
B.Tech,Structural Engineering,7.87,71.2,76.3,"AutoCAD, Steel Design, Structural Analysis, ETABS",9,Structural Engineer
MCA,Artificial Intelligence,8.74,68.2,77.2,"NumPy, Deep Learning, Machine Learning, TensorFlow, NLP, Scikit-Learn, Pandas",7,Data Scientist
B.Tech,Civil,8.67,88.6,63.1,"Primavera P6, Cost Estimation, MS Project",7,Construction Manager
MBA,Finance,6.4,64.9,78.1,"Data Analysis, Excel, Bloomberg, Accounting, Valuation, Financial Modeling",15,Financial Analyst
B.Tech,Computer Science,7.38,95.0,66.8,"Python, Java, Git",0,Software Engineer
B.Sc,History,9.7,79.6,87.8,"Public Speaking, Mentoring, Curriculum Development, Lesson Planning, Communication",0,Teaching Professional
BCA,Statistics,7.69,94.1,79.3,"Power BI, Excel, Tableau, SQL, Statistics, Python, Data Visualization",12,Data Analyst
MBA,Marketing,8.09,92.3,65.6,"Jira, Roadmapping, Agile, Market Research, Product Strategy, Stakeholder Management",13,Product Manager
MBA,Marketing,6.65,88.0,89.3,"Scrum, Market Research, Stakeholder Management, Jira, Agile, Roadmapping, Product Strategy",3,Product Manager
MBA,Business Administration,7.2,82.2,82.3,"Tableau, Market Research, Data Visualization",8,Business Analyst
B.Tech,Information Technology,8.09,96.3,77.7,"Market Research, SQL, Tableau, Process Improvement",9,Business Analyst
M.Sc,Physics,8.9,82.4,67.7,"Curriculum Development, Mentoring, Lesson Planning, Public Speaking, Communication",1,Teaching Professional
M.Tech,Civil,6.59,63.8,84.5,"AutoCAD, Project Management, Estimation",4,Civil Engineer
BBA,Finance,7.49,76.9,79.1,"Accounting, Bloomberg, Valuation, Data Analysis",5,Financial Analyst
MBA,Economics,9.18,75.7,81.6,"Digital Marketing, Copywriting, Content Strategy, Social Media, SEO, Google Analytics",1,Marketing Specialist
M.Tech,Computer Science,8.86,89.7,66.5,"PostgreSQL, FastAPI, REST APIs, GraphQL",14,Backend Developer
B.Tech,Structural Engineering,8.22,68.2,86.0,"Structural Analysis, STAAD Pro, Steel Design, ETABS",4,Structural Engineer
Diploma,Civil,7.4,80.9,63.5,"Construction Materials, Surveying, STAAD Pro, AutoCAD, Estimation, Project Management",8,Civil Engineer
M.Com,Finance,8.47,68.8,85.9,"Accounting, Financial Modeling, Excel, Data Analysis, Bloomberg, Valuation",13,Financial Analyst
Diploma,Civil,8.46,76.3,91.8,"Site Management, Quality Control, Health & Safety, Surveying, AutoCAD",9,Site Engineer
B.Sc,Computer Science,7.16,93.4,62.3,"SQL, Statistics, Excel, Tableau, Power BI, Python, Data Visualization",5,Data Analyst
BBA,Accounting,7.28,90.2,92.0,"Financial Modeling, Bloomberg, Accounting, Valuation",0,Financial Analyst
BBA,Business Administration,9.47,91.0,77.9,"Data Visualization, SQL, Market Research",0,Business Analyst
M.Sc,Economics,8.14,92.5,77.3,"Data Analysis, Report Writing, Excel, Market Research, Research",3,Research Analyst
B.Tech,Civil,7.3,90.4,69.2,"Health & Safety, Quality Control, Surveying, AutoCAD, Site Management",10,Site Engineer
BA,Economics,9.76,94.9,72.4,"Market Research, Research, SPSS, Report Writing, Excel",0,Research Analyst
BBA,Human Resources,9.12,92.7,67.1,"Onboarding, Talent Acquisition, Employee Relations, Recruiting, Communication",9,HR Manager
B.Tech,Computer Science,8.66,66.4,75.2,"Terraform, Linux, Docker, AWS, Jenkins, CI/CD, Kubernetes",6,DevOps Engineer
M.Tech,Information Technology,7.17,70.1,64.6,"C++, Go, Data Structures, System Design, Rust, Python",13,Software Engineer
MA,Economics,7.86,74.2,83.6,"Econometrics, Stata, R, SAS, Data Analysis, Statistics",4,Economist
B.Tech,Statistics,7.22,85.6,62.3,"Statistics, Excel, Data Visualization, SQL, Tableau",2,Data Analyst
B.Tech,Civil,7.73,70.2,68.8,"Surveying, Construction Materials, AutoCAD, STAAD Pro, Estimation",5,Civil Engineer
MBA,Business Administration,7.22,82.7,83.7,"Data Visualization, Process Improvement, SQL, Power BI, Tableau",6,Business Analyst
BA,Human Resources,7.91,94.1,66.5,"Talent Acquisition, Recruiting, Onboarding",0,HR Manager
MBA,Construction Management,8.64,71.6,93.5,"Cost Estimation, MS Project, Contract Management, Project Management, Primavera P6",9,Construction Manager
Diploma,Construction,8.63,69.6,65.0,"AutoCAD, Quality Control, Health & Safety, Site Management, Surveying",1,Site Engineer
MBA,Commerce,8.54,89.2,86.1,"Taxation, GST, Accounting, Auditing",1,Accountant
B.Tech,Computer Science,7.49,86.6,85.3,"Jenkins, Linux, Kubernetes, Terraform",12,DevOps Engineer
B.Tech,Civil Engineering,8.72,71.8,96.3,"STAAD Pro, Construction Materials, AutoCAD, Project Management, Estimation",2,Civil Engineer
B.Tech,Civil Engineering,8.04,90.1,73.9,"Surveying, AutoCAD, STAAD Pro, Construction Materials",0,Civil Engineer
B.Com,Commerce,8.21,60.5,96.7,"Advanced Excel, Accounting, Taxation, GST, Finance, Tally, Auditing",10,Accountant
M.Com,Economics,6.23,90.4,65.3,"Accounting, Excel, Bloomberg, Valuation, Data Analysis, Financial Modeling",14,Financial Analyst
MCA,Computer Science,7.31,93.4,89.6,"Statistics, NLP, TensorFlow",10,Data Scientist
Diploma,Civil,9.34,69.7,75.7,"Surveying, Site Management, Quality Control, AutoCAD, Health & Safety",7,Site Engineer
B.Sc,Information Technology,7.21,64.7,81.9,"Figma, Wireframing, Adobe XD",9,UX Designer
M.Tech,Mechanical Engineering,6.92,72.7,87.8,"Manufacturing, Thermodynamics, CAD/CAM, Ansys, SolidWorks, AutoCAD",8,Mechanical Engineer
MCA,Computer Science,6.59,78.7,90.2,"Docker, Kubernetes, AWS, CI/CD, Linux, Terraform, Jenkins",5,DevOps Engineer
M.Tech,Civil Engineering,7.44,89.9,64.8,"Construction Materials, Project Management, Surveying, AutoCAD, STAAD Pro, Estimation",15,Civil Engineer
B.Tech,Civil,9.29,90.6,63.1,"MS Project, Primavera P6, Contract Management",1,Construction Manager
M.Sc,Economics,9.12,84.2,61.2,"Statistics, R, SAS, Econometrics",5,Economist
B.Com,Mathematics,9.44,81.6,92.1,"Tableau, SQL, Excel",6,Data Analyst
B.Tech,Information Technology,6.39,97.9,82.9,"Django, Java, Docker, MongoDB, Node.js, PostgreSQL",9,Backend Developer
M.Com,Accounting,8.09,94.8,78.4,"Excel, Bloomberg, Financial Modeling",14,Financial Analyst
B.Tech,Computer Science,8.46,61.4,66.1,"CI/CD, Jenkins, Linux, Terraform, Docker",2,DevOps Engineer
MA,Statistics,8.55,97.3,85.5,"Excel, Report Writing, Research, SPSS, Data Analysis",4,Research Analyst
Diploma,Civil,6.23,66.7,95.9,"AutoCAD, Surveying, Quality Control, Site Management, Health & Safety",2,Site Engineer
M.Tech,Data Science,8.35,85.3,83.4,"TensorFlow, Statistics, Scikit-Learn, Python",11,Data Scientist
B.Com,Finance,6.31,95.0,73.5,"Tally, Accounting, Auditing, Finance, Taxation",9,Accountant
M.Tech,Civil,9.77,60.9,67.0,"STAAD Pro, ETABS, Structural Analysis, Steel Design, AutoCAD",2,Structural Engineer
BA,Communications,8.32,87.7,88.9,"Digital Marketing, Content Strategy, Google Analytics, Social Media, SEO",6,Marketing Specialist
BCA,Information Technology,7.68,79.2,87.9,"CSS, Angular, React, TypeScript, Next.js, Tailwind",12,Frontend Developer
BBA,Communications,8.41,63.8,69.1,"SEO, Content Strategy, Digital Marketing, Copywriting",4,Marketing Specialist
B.Tech,Statistics,8.73,61.3,83.2,"Data Visualization, Statistics, Power BI",10,Data Analyst
M.Com,Finance,9.49,84.1,91.9,"Financial Modeling, Valuation, Data Analysis, Excel, Accounting",8,Financial Analyst
MCA,Computer Science,6.8,93.0,93.7,"TensorFlow, Python, SQL",5,Data Scientist
MA,Economics,8.41,95.2,91.9,"Data Analysis, SAS, Econometrics, Stata, Economic Research",10,Economist
Diploma,Civil,7.66,70.9,77.7,"Surveying, Project Management, AutoCAD, Construction Materials, Estimation, STAAD Pro",3,Civil Engineer
Diploma,Mechanical,7.37,82.2,84.2,"SolidWorks, Ansys, Manufacturing, AutoCAD, CAD/CAM",4,Mechanical Engineer
B.Tech,Civil,7.17,95.8,81.7,"Estimation, Project Management, AutoCAD, Construction Materials, Surveying, STAAD Pro",12,Civil Engineer
M.Sc,Economics,9.46,91.9,72.3,"Statistics, R, SAS, Econometrics, Stata, Economic Research, Data Analysis",12,Economist
B.Sc,Design,9.54,90.8,87.0,"Angular, CSS, JavaScript, React, TypeScript",1,Frontend Developer
B.Com,Finance,6.77,67.1,78.6,"Data Visualization, Tableau, Market Research, Power BI, Process Improvement",6,Business Analyst
B.Tech,Mathematics,8.71,96.7,85.8,"Power BI, Python, SQL, Data Visualization, Excel, Statistics, Tableau",12,Data Analyst
M.Tech,Civil,6.32,63.5,62.5,"Structural Analysis, ETABS, Steel Design",7,Structural Engineer
